0.54717,0.363636,0.673077,0.953008,0.891756,1,0,
0.54717,0.181818,0,0.419623,0.593202,0,1,
0.54717,0.454545,0,0.560989,0.639733,0,1,
0.54717,0.545455,0.0192308,0.626726,0.666177,0,1,
0.54717,0.545455,0.0769231,0.692245,0.699663,0,1,
0.54717,0.545455,0,0.602656,0.654396,0,1,
0.54717,0.545455,0.134615,0.747983,0.730333,0,1,
0.54717,0.818182,0.0576923,0.762208,0.726446,0,1,
0.566038,0.0909091,0.326923,0.783478,0.767471,1,0,
0.566038,0.636364,0,0.649838,0.669874,1,0,
0.566038,0.272727,0.0192308,0.509316,0.623384,0,1,
0.566038,0.818182,0.0384615,0.751939,0.717534,0,1,
0.566038,0.272727,0.480769,0.900876,0.841004,0,1,
0.566038,0.545455,0,0.611891,0.655723,0,1,
0.584906,0.363636,0.0961538,0.660667,0.686672,1,0,
0.584906,0.636364,0,0.658197,0.671148,1,0,
0.584906,0.909091,0.0192308,0.767843,0.720571,1,0,
0.584906,0.0909091,0,0.392006,0.579877,0,1,
0.584906,0.0909091,0,0.392006,0.579877,0,1,
0.584906,0.545455,0,0.620965,0.657047,0,1,
0.584906,0.636364,0.153846,0.799712,0.752994,0,1,
0.584906,0.909091,0,0.751707,0.710425,0,1,
0.584906,0.0909091,0,0.392006,0.579877,0,1,
0.603774,0.0909091,0.25,0.730247,0.733194,1,0,
0.603774,0,0,0.351634,0.5648,1,0,
0.603774,0.636364,0.365385,0.90867,0.835268,1,0,
0.603774,0.363636,0.115385,0.689722,0.698778,0,1,
0.603774,0.727273,0,0.699833,0.685965,0,1,
0.603774,0.727273,0,0.699833,0.685965,0,1,
0.603774,0,0,0.351634,0.5648,0,1,
0.622642,0.181818,0.0192308,0.495042,0.612135,1,0,
0.622642,0.272727,0,0.513069,0.614848,0,1,
0.622642,0.363636,0,0.557859,0.630246,0,1,
0.622642,0.454545,0,0.599754,0.645199,0,1,
0.622642,0.454545,0,0.599754,0.645199,0,1,
0.622642,0.727273,0,0.707141,0.687169,0,1,
0.622642,0.272727,0.173077,0.723628,0.718621,0,1,
0.622642,0.272727,0.538462,0.925169,0.858804,0,1,
0.641509,0,0,0.375971,0.5678,0,1,
0.641509,0.636364,0.423077,0.92893,0.853086,0,1,
0.641509,0.727273,0,0.714284,0.688365,0,1,
0.641509,0.272727,0,0.523712,0.61629,0,1,
0.641509,0.909091,0,0.769553,0.713657,0,1,
0.660377,0,0,0.388044,0.569313,1,0,
0.660377,0.272727,0.0384615,0.587072,0.64279,1,0,
0.660377,0.363636,0.423077,0.904153,0.833669,1,0,
0.660377,0.727273,0.288462,0.899941,0.819483,1,0,
0.660377,0,0,0.388044,0.569313,0,1,
0.660377,0.545455,0,0.655618,0.662302,0,1,
0.660377,0.818182,0,0.749626,0.702397,0,1,
0.660377,0.0909091,0.0384615,0.498697,0.612304,0,1,
0.660377,0.545455,0,0.655618,0.662302,0,1,
0.660377,0.818182,0.0192308,0.765855,0.712763,0,1,
0.679245,0,0,0.400043,0.570835,1,0,
0.679245,0.272727,0.25,0.805042,0.759527,1,0,
0.679245,0,0,0.400043,0.570835,0,1,
0.679245,0,0.0192308,0.431424,0.584509,0,1,
0.679245,0.909091,0,0.780693,0.715757,0,1,
0.698113,0.545455,0.153846,0.807981,0.74789,1,0,
0.698113,0.454545,0.0192308,0.658402,0.662466,1,0,
0.698113,0.727273,0,0.734724,0.691899,0,1,
0.698113,0.727273,0,0.734724,0.691899,0,1,
0.698113,0.272727,0,0.554794,0.620621,0,1,
0.698113,0.636364,0,0.704831,0.678658,0,1,
0.716981,0.818182,0,0.767567,0.7057,0,1,
0.716981,0.909091,0,0.791248,0.717809,0,1,
0.735849,0.818182,0.153846,0.868396,0.779928,1,0,
0.735849,0.181818,0,0.531081,0.607905,0,1,
0.735849,0.636364,0,0.71903,0.681097,0,1,
0.735849,0.727273,0,0.747538,0.694205,0,1,
0.754717,0,0,0.447143,0.57699,1,0,
0.754717,0,0.0769231,0.561169,0.629498,1,0,
0.754717,0.727273,0.269231,0.904994,0.815923,0,1,
0.754717,0.818182,0,0.778763,0.707844,0,1,
0.754717,0.909091,0,0.801236,0.71981,0,1,
0.754717,0.0909091,0.153846,0.692356,0.690762,0,1,
0.754717,0.454545,0,0.661359,0.654638,0,1,
0.773585,0.909091,0.0384615,0.830513,0.739922,0,1,
0.792453,0.454545,0,0.677428,0.65728,1,0,
0.792453,0,0,0.470054,0.580098,0,1,
0.792453,0.545455,0,0.709751,0.671245,0,1,
0.792453,0.818182,0.0576923,0.827973,0.7392,0,1,
0.811321,0.363636,0,0.650541,0.644169,0,1,
0.811321,0.909091,0,0.815197,0.722713,0,1,
0.830189,0.636364,0.0576923,0.796869,0.718325,1,0,
0.830189,0.454545,0,0.692807,0.65989,0,1,
0.849057,0.363636,0.0192308,0.687801,0.658757,0,1,
0.867925,0.818182,0,0.808884,0.713967,0,1,
0.886792,0.636364,0.0576923,0.811304,0.721312,0,1,
0.90566,0.636364,0.0192308,0.789381,0.702082,1,0,
1,0,0.0384615,0.634026,0.622953,1,0,
